Index,Course,School,Number,Title,Description
5187,MGMT 39040,MGMT,39040,Economics Internship,"An Accounting, Economics, Industrial Management or Management related work experience. This internship experience is intended to complement the student's academic plan-of-study and help prepare him/her for his/her future role in Accounting, Economics, Industrial Management or Management. A letter from the prospective employer stating the period of employment, hours per week, job title, job qualifications, and job description may be requested before registration will be permitted. Permission of instructor required."
5188,MGMT 39050,MGMT,39050,Finance Internship,"A Finance related work experience. This internship experience is intended to complement the student's academic plan-of-study and help prepare him/her for his/her future role in Finance. A letter from the prospective employer stating the period of employment, hours per week, job title, job qualifications, and job description may be requested before registration will be permitted. Permission of instructor required."
5189,MGMT 39060,MGMT,39060,Human Resource Internship,"A Human Resource related work experience. This internship experience is intended to complement the student's academic plan-of-study and help prepare him/her for his/her future role in HR. A letter from the prospective employer stating the period of employment, hours per week, job title, job qualifications, and job description may be requested before registration will be permitted. Permission of instructor required."
5190,MGMT 39070,MGMT,39070,Management Information Systems Internship,"A Management Information Systems related work experience. This internship experience is intended to complement the student's academic plan-of-study and help prepare him/her for his/her future role in MIS. A letter from the prospective employer stating the period of employment, hours per week, job title, job qualifications, and job description may be requested before registration will be permitted. Permission of instructor required."
5191,MGMT 39080,MGMT,39080,"Manufacturing, Operations, Supply Chain Internship","A Manufacturing, Operations, or Supply Chain related work experience. This internship experience is intended to complement the student's academic plan-of-study and help prepare him/her for his/her future role in Manufacturing, Operations, or Supply Chain. A letter from the prospective employer stating the period of employment, hours per week, job title, job qualifications, and job description may be requested before registration will be permitted. Permission of instructor required."
5192,MGMT 39090,MGMT,39090,Marketing/Sales Internship,"A Marketing/Sales related work experience. This internship experience is intended to complement the student's academic plan-of-study and help prepare him/her for his/her future role in Marketing/Sales. A letter from the prospective employer stating the period of employment, hours per week, job title, job qualifications, and job description may be requested before registration will be permitted. Permission of instructor required."
5193,MGMT 39100,MGMT,39100,Strategic Thinking And Decision-Making,"This course focuses on how to make good decisions in the real world of business. By the end of the class, you will be able to (1) recognize biases in how people process information; (2) engage in decision-making strategies; (3) demonstrate tools for strategic thinking and decision-making for an uncertain world; and (4) synthesize learning from the class in business cases and real-world simulations."
5194,MGMT 40100,MGMT,40100,Krannert Executive Forum,"A lecture-discussion course featuring executives from business firms and other organizations. Emphasis is placed on the actual practice of management in corporate America, on career selection and mobility, on styles of management, and on other topics not normally covered in undergraduate courses."
5195,MGMT 40300,MGMT,40300,Database Management Systems,"Intensive study of computer-based tools and methods for developing information systems for accounting and other managerial applications. The course concentrates on data base management techniques as the foundation for construction information systems. The coverage has a highly practical orientation. Specific topics include tool selection criteria, file management techniques, data base management concepts, comparative study of the major data models, schema design methodology, procedural and nonprocedural access languages, data security, data integrity, performance tuning, multiuser processing, and software integration."
5196,MGMT 40500,MGMT,40500,Six Sigma And Quality Analytics,The course is an undergraduate elective offered as part of the Center for Manufacturing Management Enterprises (CMME) quality initiatives. Provides an overview of various tools and methods for total quality management.
5197,MGMT 41100,MGMT,41100,Investment Management,"Examination of investment alternatives relevant to the individual and/or family-unit investor. Operations of the markets in which securities are traded. Theory and application of security valuation, portfolio construction, capital markets, and performance evaluation. Particular attention given to fixed income securities, common stocks, options, investment companies, and other popular investment alternatives."
5198,MGMT 41150,MGMT,41150,Futures And Options,"The course covers basic features and pricing of derivative securities such as forwards, futures, and options."
5199,MGMT 41200,MGMT,41200,Financial Institutions And Markets,"Introduction to financial markets and management of financial institutions. Emphasis on determinants of interest rates, and measurement and management of financial risk. Concentration on management of depository firms such as banks and savings and loans."
5200,MGMT 41250,MGMT,41250,Fixed Income Securities,"This course includes examination of fixed income securities institutions that invest, roles in institution, portfolios and math associated with assessing characteristics of fixed income securities."
5201,MGMT 41300,MGMT,41300,Corporate Finance,"The course provides the theoretical and problem-solving tools needed in entry-level financial analysis positions in a corporate, commercial lending, or investment banking setting. Topics include corporate valuation, cash flow forecasting, project evaluation, capital structure, dividend policy, capital acquisition, and mergers/acquisition."
5202,MGMT 41310,MGMT,41310,Financial Data Analysis And Modeling,"In the business world today, finance professionals are going to be given opportunities to analyze and model data. The objective of MGMT 41310 is to give students opportunities to work with financial data sets to ask and answer real questions that businesses have. In this course, students will use several data analysis software packages including R. Additionally, the course will include extensive application of Excel tools for Financial Modeling."
5203,MGMT 41350,MGMT,41350,Venture Capital And Entrepreneurial Finance,"This course includes descriptions of markets for start-up businesses, venture capital financial structures, valuation of start-ups, role of venture capital in economic development and business growth strategies."
5204,MGMT 41500,MGMT,41500,International Financial Management,"The course explores financial decision making in an international framework from the perspective of the management of a multinational corporation. Topics covered include the international financial markets, the measurement and management of exchange risk and political risk, and the financial aspects of the decision to set up cross-border operations."
5205,MGMT 41601,MGMT,41601,Corporate Mergers And Acquisitions,"The financial analysis of corporate acquisitions, mergers, and reorganizations including asset acquisitions, joint ventures, spin-offs, sell-offs, equity carve-outs, bankruptcy proceedings and reorganizations, and corporate governance. The course uses a combination of lectures, readings, and case analysis."
5206,MGMT 42000,MGMT,42000,Consumer Behavior And Marketing,"The course focuses on understanding how and why consumers behave the way they do. We explore behavioral and economics theories that help us better understand and predict consumers' behavior, and learn about how these theories can be applied in developing marketing strategies. The key topics covered in the course include: (i) discussion of a framework for analyzing consumers' decision making; (ii) review of relevant psychological, sociological and economics concepts; (iii) discussion of marketing research methods for studying consumer behavior. We apply the concepts covered in these topics to measure consumers' beliefs, attitudes, intentions, and behavior and predict how consumers will react to different marketing strategies. Finally, we consider the application of behavior theory to the design of marketing strategies, including product design, pricing, and advertising."
5207,MGMT 42110,MGMT,42110,Marketing Analytics,"This course covers essential decision models and strategic metrics that form the cornerstone of marketing analytics. Using the insight gained in the course, students can predict the outcome of marketing plans to boost return on marketing investment (ROMI). The course emphasizes hands-on learning so students can immediately apply the econometric tools and techniques on a variety of marketing applications. A number of relevant topics are discussed, such as market sizing, forecasting and positioning, promotion budget allocation, and profit maximization. The final piece of this course is guiding the students on how best to craft data-driven presentations to key stakeholders through the use of an experiential learning project provided by an external client."
5208,MGMT 42210,MGMT,42210,International Marketing,"Most U.S. businesses, large and small, are becoming deeply involved in international business. The trend is going to grow even stronger because of the influence of World Trade Organization and regional trade blocks. Under these circumstances, it is imperative that business managers possess the skill sets to adapt their marketing strategies to the needs of international markets. This course will cover the concepts and theories pertaining to international marketing. It is aimed to provide students with skills in formulating a marketing plan for foreign market entry and conducting business in a foreign country."
5209,MGMT 42300,MGMT,42300,New Product Development,"Provides an overview of the new product development process. Detailed insights are provided in the ""fuzzy front end"" of this process. Targeting positioning, and product decisions are also covered. The second half of the course completes the marketing mix and covers various market testing and product launch issues."
5210,MGMT 42310,MGMT,42310,Global Marketing Management,"Most US businesses, large and small, are becoming deeply involved in international business. The trend is going to grow even stronger because of the influence of the World Trade Organization and regional trade blocks. Under these circumstances, it is imperative that business managers possess the skill set to adapt their marketing strategies to the needs of international markets. The course will cover concepts and theories pertaining to international marketing and provide the tools necessary to develop an international marketing plan."
5211,MGMT 42500,MGMT,42500,Marketing Research,"The purpose of this course is to develop skills in the planning and execution of market research studies designed to acquire useful information for marketing decisions. It aims to familiarize students with techniques of research design, data collection, and analysis. Emphasis is placed on evaluating the results obtained from such investigations."
5212,MGMT 42610,MGMT,42610,Brand Management,"This course is designed to provide an understanding of how to manage a brand, product, or product category. The course concerns issues related to customer behavior and customer decision making, with an emphasis on how to utilize such customer-oriented knowledge for building and maintaining brand equity. This course builds on concepts and topics covered in the core marketing course."
5213,MGMT 42710,MGMT,42710,Digital Marketing Strategy,"Digital marketing is where marketing meets the internet, wireless devices, and other digital media. The course covers a variety of topics including online advertising, search engine optimization, participation in social media, online listening and monitoring, and web & social media analytics. Through a combination of lecture, case studies, hands-on exercises, and course projects, students develop capabilities in designing, implementing, and evaluating digital marketing strategies. Students can also gain hand-on learning experience in the course by participating in an online marketing project. In the online marketing project, each student team is given $50 to promote a chosen business or organization via online or social media platform (including search engine advertising and online display advertising)."
5214,MGMT 42810,MGMT,42810,Pricing Strategy And Analysis,"In the era of Big Data, where extensive information is available at consumer level, managers benefit from an increased ability to learn from their customers' behavior. In this scenario pricing becomes a crucial lever for increasing the relationship with the customer and maximizing profits and shareholder value. In this course, students will learn how to systematically approach pricing decisions, taking the perspective of the marketing manager. The course will use a combination of lectures, case discussions and in-class exercises to leverage micro-level transaction data for pricing decisions."
5215,MGMT 42910,MGMT,42910,Experiential Marketing,"In this course, students learn to apply marketing concepts to real world marketing problems. Projects are varied and may involve marketing plan development for a start-up, market research, analysis of marketing data, digital marketing, search engine marketing, web design, and social entrepreneurship. Clients include Purdue Marketing Advisory Board members, entrepreneurs working with Purdue's Foundry and Discovery Park, Purdue Research Park start-ups, small and medium-size Indiana businesses, and non-profit organizations. Students are given flexibility in selecting projects of interest. Teams work under the direction of a faculty member. Teams meet once a week to review project progress and discuss the next steps generally in the presence of the faculty supervisor. Projects are done in teams, although evaluation is individual."
5216,MGMT 43600,MGMT,43600,Financial Reporting Frameworks,"This course is designed to introduce students to the conceptual aspects of various U.S. and global financial reporting frameworks including: U.S. GAAP, IFRS, and Special Purpose Frameworks, as well as the COSO's Integrated-Framework for Internal Control. In addition, the course provides an overview of the FASB, its standard setting process, the Accounting Standards Codification, and a discussion of significant emerging financial reporting issues."
5217,MGMT 43700,MGMT,43700,Social Media Marketing,"This course is deigned to equip students with tools and develop marketing skills required to address current marketing problems. The approach is to learn R software for conducting basic scraping on social media sites to understand user behavior and sentiment. In addition, Python will be used for web-scraping data from various websites and websites with dynamic content. The goal is to become familiar with such qualitative techniques as: word clouds, cluster dendrograms, sentiment analysis, and other methods. Occasional homework assignments or check points will be given to gain deeper understanding of the materials covered in class. The deliverables for this project will be a slide presentation (no more than 10 pages, excluding appendices) to showcase what you have learned. This may be included as a part of your resume to show your potential employers. These are some of the basic knowledge of useful skills in web crawling, data mining, and statistical analyses, so you may leverage your portfolio when seeking entry/junior level marketing analyst positions."
5218,MGMT 43800,MGMT,43800,Pricing Strategies,"In the era of Big Data, where extensive information is available at the customer level, managers benefit from an increased ability to learn from their customers' behavior. In this scenario pricing becomes a crucial lever for increasing the relationship with the customer and maximizing profits and shareholder value. In this course, students will learn how to systematically approach pricing decisions, taking the perspective of the marketing manager. The course will use a combination of lectures, case discussions and in-class exercises to leverage micro-level transaction data for pricing decisions."
5219,MGMT 44301,MGMT,44301,Management Of Human Resources,"Survey of theory and techniques used in human resource management within organizations. Emphasis is placed on legal concerns, human resource staffing and development, reward systems, and the role of unions in American society. Techniques studied include job analysis, the use of various recruitment and selection procedures, compensation, administration, and collective bargaining. No credit for students in the School of Management."
5220,MGMT 44310,MGMT,44310,Managing Human Capital Globally,"We begin this course by asking why managers think they need to tell workers what to do. We question the assumptions behind the concept of ""Managing Human Capital,"" because HR managers are first and foremost business people. The key to business success is to read broadly and to understand how culture, economics, history, and politics converge. Through frequent writing assignments, close readings of personal accounts, and daily class discussions, students will gain insights into how culture, economics, history, and politics intersect to influence human behavior and worldviews. Case studies and examples will be drawn from the United States, China, and Taiwan. Finally, we will apply what we have learned to the practice of global cultural dexterity. Students will identify cultural nuances and subtleties in order to share examples of how each student has adapted or failed to adapt to different cultural dynamics."
5221,MGMT 44362,MGMT,44362,Leadership & Organizational Change,"Economic growth and prosperity requires that organizations have effective leaders. Fortunately, we can learn how to be better leaders. There is an impressive body of research about leadership theory and practice. Cases reflecting leader successes and failures can be used to improve leadership and avoid pitfalls. Leadership can be invigorating, challenging, and rewarding. It can also be stressful and attract criticism. In this course, we will consider a multitude of perspectives on leadership theory and practice. We will consider leadership in the context of organizational change. However, the principles of ethics and integrity will not be subject to change as they are fundamental to effective leadership."
5222,MGMT 44428,MGMT,44428,Human Resources Management,"Survey of the techniques and practices used in human resource management. Emphasis is on legal requirements, cost/benefit considerations, and strategic needs in managing human resources. Topics include recruitment, selection and placement, compensation, work design, and reactions to work. Specific techniques reviewed include assessment centers, incentive plans, structured interviewing, and autonomous work groups. Current issues and managerial decision making are emphasized."
5223,MGMT 44429,MGMT,44429,Talent Management,"This course focuses on the employer-employee relationship at work, and how managers work with employees to improve employee performance. Attention is given to the history of labor relations and performance management in work settings, with an emphasis, however, on contemporary approaches to managing the employeremployee relationship and the systems for managing employee performance."
5224,MGMT 44430,MGMT,44430,Staffing: Talent Acquisition,"This course focuses on the effective management of the flow of talent into and through organizations. It covers workforce planning, recruiting and selection, career transitions and other workforce movement. It is designed to teach students the skills to recruit and select the best talent to help drive organizational strategy. It will also prepare students to evaluate methods for job analysis and selection. Students will learn how to design and ask interview questions that are behaviorally anchored and focused on organization-person fit and person-job fit, both of"
5225,MGMT 44431,MGMT,44431,Compensation: Total Rewards,"This course examines the tangible and intangible aspects of compensation, through the lens of a total reward philosophy of an organization in order to attract, motivate, and retain their Human Capital. It also provides an overview of the considerations necessary to develop a compensation system that is internally and externally equitable and fiscally responsible, including the use of job evaluation and salary surveys."
5226,MGMT 44432,MGMT,44432,Employee And Leadership Development,"This course focuses on key strategies and principles for developing employee and leader knowledge and skills in the workplace. The course will provide an overview of how organizations conduct performance management as well as training and development for their workforce. Building from these general overviews, the course will explore specific topics including, for example, training program design and effectiveness, performance evaluation and appraisal, feedback sessions and 360 degree feedback, mentoring, networking, as well as the specific skills and knowledge employees and leaders need to gain from these practices be successful both within their organizations and careers. Students will engage in various activities, assignments, and self-assessment techniques in order to illustrate and practice the skills important for employee and leadership development."
5227,MGMT 44433,MGMT,44433,Leading And Working In Teams,"This course will explore the forces that affect behavior in teams, and the factors that lead to team success. We will use a variety of readings, cases, activities, and class discussions to build concrete skills related to leading and working in teams. The course will explore the specific challenges associated with leading teams, some of which include: building and designing teams, managing information exchange within and across teams, structuring effective group decision processes, igniting creative thinking, enabling complex problem solving, managing team diversity and conflict, and managing systems of teams. Permission of instructor required."
5228,MGMT 44434,MGMT,44434,Human Resources Analytics,"This course introduces concepts, tools, and methods used in collecting, interpreting, and presenting HR data. Students will learn how to gain new insights, solve problems, and drive performance through HR analytics. A central focus of this course is the ethics of HR analytics. This course teaches students how to ask the right questions in order to intelligently use HR analytics and metrics for business decisions. It discusses the implications of internet AI, business AI, perception AI, and autonomous AI for HR. This course will cover applications including the intelligent use of analytics related to employee engagement, healthcare expenditure, learning and development, performance management, and safety."
5229,MGMT 44500,MGMT,44500,Introduction To Investments And Portfolio Management,"Introduction to investments and portfolio management for non-management students. Covers characteristics of stock, bonds, portfolios, and financial markets. Includes introduction to interest rates and time value of money."
5230,MGMT 44690,MGMT,44690,Negotiation And Decision Making,"The purpose of this course is to understand the theory and processes of negotiation so that you can negotiate successfully in organizational and management settings. This course covers a wide variety of negotiation problems faced by business people. In addition, models of effective and ineffective decision-making are introduced and students will have the opportunity to make decisions at both the individual and group levels."
5231,MGMT 44710,MGMT,44710,Competitive Strategy,This course focuses on the dynamics between a firm and the marketplace including interaction with competition. Strategy implementation occurs over multiple periods and is highly dependent on choices and behavior of competition. The course material covers how these dynamics and expectations of competitor response will shape the decisions of managers. This is inclusive of signaling intent to competitors and mutual forbearance to avoid negative sum gain competition.
5232,MGMT 44810,MGMT,44810,Technology Strategy,"In today's business environment, it is increasingly apparent that business success is driven by a firm's ability to create and capture value through technology and innovation. Thus, the processes used by firms to develop new technologies, the choices they make regarding how to commercialize their technical knowledge, and the strategies they used to position and build a dominate competitive position all are important issues facing the firm. This course seeks to develop tools for understanding industry evolution with respect to new technology, forecast technological change, and understand the basis for technology in competitive advantage."
5233,MGMT 45200,MGMT,45200,Manufacturing Strategy And Process Innovation,"This course examines the management challenges posed by the growth in worldwide manufacturing capabilities, markets, and competition and by rapid advances in technology and the concomitant decline in product life cycles. The manufacturing function is considered within a broader context encompassing design, engineering, purchasing, marketing, and customer service in an effort to assess the degree to which existing management structures successfully meet the challenges arising from the changing manufacturing environment."
5234,MGMT 45500,MGMT,45500,Legal Background For Business I,"The nature and place of law in our society, national and international, social and moral bases of law enactment, regulation of business, legal liability, and enforcement procedures. Special emphasis on torts, contracts, and agency. No credit to students in the School of Management."
5235,MGMT 45600,MGMT,45600,Legal Foundations For Business II,"A study of commercial law as prescribed by the Uniform Commercial Code, including the law of sales, documents of title, negotiable instruments, and the law relating to security interests. Additional material is presented covering the legal aspects of real estate transactions and personal property transfer."
5236,MGMT 45900,MGMT,45900,International Management,"This course focuses on the challenges top managers face in developing strategies and management policies in multinational corporations (MNCs). Major topics usually covered include foreign market entry strategies, motivations and organizational challenges of internationalization, analyzing global industries, managing MNC/host"
5237,MGMT 46100,MGMT,46100,Management Operations,"An introductory course concerned with the management of production, distribution, and service system operations. The topics covered include facilities planning, job design, materials control, work foce planning, and product quality."
5238,MGMT 46200,MGMT,46200,Advanced Manufacturing Planning And Control Systems,"An intensive individual computer lab supplements lectures examining the role of computerized information and control systems in manufacturing. An elaborate series of case studies, enlivened by advanced computer simulations, bring together production planning, master scheduling, materials planning, short-range capacity planning, production floor execution, and quality control. Students plan and execute the production and purchasing of all parts, aided by an integrated MRP/capacity planning/shop-floor control system built into the computer simulation."
5239,MGMT 46300,MGMT,46300,Supply Chain Analytics,"Supply Chain Analytics focuses on data-driven and rigorous decision making in supply chain management. It is a complete problem solving and decision making process, and integrates a broad set of analytical methodologies that enable the creation of business value. MGMT 30600 is highly recommended but not required. Basic Calculus, Statistics, and Excel literacy are required."
5240,MGMT 46400,MGMT,46400,Logistics: Concepts And Models,"Studies the role of transportation and distribution channel, and the relations with other supply chain supply activity such as inventory control. Topics include forecasting, logistics system, facility location, distribution strategy, inventory control, supply chain contract, and so on."
5241,MGMT 46501,MGMT,46501,Strategic Sourcing And Procurement,"This elective course will serve as an important complement to the existing OM modules (e.g., MGMT361 Operations Management) to introduce more in-depth knowledge about supply chain management to undergraduate students, especially those major in SC&OM, focusing on strategic sourcing and procurement operations which are the building blocks for supply chain operations. More specifically, this course will introduce procure-to-pay process, category management, supplier selection and evaluation, supplier relationship management, vertical integration, global sourcing, outsourcing, auctioning, supply contract design and negotiation, business ethics, legal and compliance issues, etc.. Sourcing and procurement is the major job title for supply chain operations jobs in the industry and our course can also help students to get the professional certificate of sourcing and procurement. Hence, it may also help senior students prepare for the job placements."
5242,MGMT 46600,MGMT,46600,Project Management,"This course seeks to introduce different phases of managing projects from conception to termination with particular emphasis on quantitative tools for planning, scheduling, resource allocation, monitoring, and control. In addition, topics such as risk management, quality management and procurement management will be covered. Students will also gain a working knowledge of MSProject software."
5243,MGMT 47000,MGMT,47000,Transport Management I,Basic concepts and models for the transporting and distributing function.
5244,MGMT 47100,MGMT,47100,Transport Management II,"Application of the trends in modern management to transportation, with emphasis on effective coordination and control."
5245,MGMT 47200,MGMT,47200,Advanced Spreadsheet Modeling And Simulation,"This course covers up-to-date and practical spreadsheet modeling tools that can be applied to a wide variety of business problems from finance, marketing, and operations. The topical coverage consists of the following five modules: (1) Excel functions, skills and financial models; (2) deterministic and stochastic optimization techniques to determine the best managerial actions under internally-and/or externally-imposed constraints; (3) probability distribution fitting techniques to find the most likely description of the uncertainty in future business; (4) simulation modeling techniques to discover and analyze the risk and uncertainties in business environment and processes; (5) application of spreadsheet modeling and simulation techniques in forecasting asset dynamics( stock price) and pricing options and real investment opportunities. This course provides hands-on experience of computer application using Microsoft Excel and the spreadsheet add-ins @RISK,RISKOptimizer, SimQuick, etc."
5246,MGMT 47300,MGMT,47300,Data Mining,"Students follow a structured analytical process using popular industry tools (e.g., RStudio, Tableau, SQL) to identify, visualize, and summarize relationships within large data sets to support business problems. More focus is on descriptive analytics which includes business segmentation and clustering methods, but also introduces two predictive analytic methods, decision trees, and neural networks."
5247,MGMT 47400,MGMT,47400,Predictive Analytics,"Students build and evaluate predictive models to support regression-type and classification-type business problems using popular industry tools (e.g., RStudio, SAS Enterprise Miner). Methods covered include multiple linear regression, ridge regression, lasso, CART, logistic regression, LDA/QDA, SVM, and ensemble methods such as random forests."
5248,MGMT 47900,MGMT,47900,Data Visualization,"or 3.00. This course is an introduction to the techniques and algorithms for creating effective data visualization. Visualizations are graphical depictions of data that can improve comprehension, communication, and decision making. This course emphasizes application in business settings where visual representation methods that are covered in this course will improve our understanding of complex data and models. We focus in particular on pattern identification, difference and trends in data sets across categories, space, and time. In addition to participating in inclass discussions, students will have sufficient hands-on experience with the tools and techniques covered in this course. Students will be expected to complete several short programming and data analysis assignments. Students will also have an opportunity to work as groups on a final project. Permission of department required."
5249,MGMT 48400,MGMT,48400,Management Of Entrepreneurial Ventures,"This course teaches skills required to become an entrepreneur, succeed in a start-up venture, work in venture capital, join a family business, or develop a franchise operation. Students will learn about how to identify and shape emerging market opportunities, innovate new business models, prepare and evaluate business plans, raise capital, build a skilled founding team, network for resources, and grow an initial market."
5250,MGMT 48800,MGMT,48800,Data-Driven Decisions In Digital Markets,"This course analyzes the changes in business models that have been enabled by Internet technologies, and exposes students to hands-on data analyses to quantify the impact these technologies and business models have on firms, economies, and people."
5251,MGMT 49000,MGMT,49000,Problems In Industrial Management,to 4.00. Investigation in a specific management field. Arrange with instructor before enrolling. Permission of instructor required.
5252,MGMT 49200,MGMT,49200,Intellectual Property Management,"Intellectual property (IP) has become a strategic opportunity for creating value for the firm. Firms are tasked with understanding how to utilize intellectual property as a competitive advantage in multiple market contexts. In the current economic environment, intellectual assets can be the largest portion of a firm's total wealth. Strategic management of these assets is very critical. Managing intellectual property is about transforming a firms ideas, know-how, etc., into learning, products, and ultimately cash flow. In Managing Intellectual Property, we examine this topic by viewing intellectual property as both a legal asset (property ownership) and business asset (value-adding). The focus of Managing Intellectual Property is on the integration of IP generation, IP protection, and strategizing functions of the firm in creating value with an IP portfolio. Concepts and frameworks discussed/developed in lecture are exercised in case studies from multiple contexts."
5253,MGMT 49300,MGMT,49300,Storytelling With Data,"Business students are trained to be experts in turning data into information. With a strong focus on data visualization, the purpose of this course (Storytelling with Data) is to help students take the next step: Turning that information into action. This course will provide you with helpful frameworks for understanding your audience, insights about how people perceive information best, and effective skills to express your ideas in ways that connect."
5254,MGMT 49400,MGMT,49400,IBE Capstone,"The objective of the IBE Capstone course is to provide students with the opportunity to apply and integrate what they have learned from prior courses in ""Real World"" settings. There are no traditional classes. Rather, students will work in self-managed teams of 5-6 on projects that have both business and engineering elements with the support of a mentor; in many cases the mentor will be from a sponsoring company. The role of the company mentor is to provide advice and guidance to the student team as well as to expose the students to the approaches and processes used in industrial and commercial organizations. The course instructors will also meet with the student teams on a weekly basis to assess progress and provide guidance. Possible options for the projects include: 'Product Design' and 'Business Solution'. The Product Design projects would be focused on the marketing, technical, and economic feasibility of a new product concept. The Business Solution projects would be focused on technical issues in a business context and developing solutions to a ""real world"" problem presented by a sponsoring company. Examples of these projects might include use of 3-D printing for spare and replacement parts or incorporation of autonomous transportation into a company's operations and supply chain. Typically Offered Fall Spring.Credits: 3.00"
5255,MGMT 50300,MGMT,50300,Advanced Accounting,"Advanced course in financial accounting. A range of contemporary issues in financial reporting, such as business combinations, investments, consolidations, inflation, multinationals, and tax allocation are covered. Both technical proficiency and user applications are emphasized."
5256,MGMT 50400,MGMT,50400,Tax Accounting,"Basic tax course designed to provide an understanding of the various federal taxes, including income, gift, estate, excise, federal insurance contribution, self-employment, and unemployment taxes."
5257,MGMT 50500,MGMT,50500,Management Accounting II,"The focus of the course is managerial decision making and the economic role of information. Topics covered include decentralized financial performance evaluation, cost analysis, and financial planning and control systems."
5258,MGMT 50600,MGMT,50600,Auditing,"A study of the concepts and procedures of auditing, which is the systematic process of objectively obtaining and evaluating evidence regarding assertions about economic actions and events. Primary emphasis is on audits conducted by independent certified public accountants, but topics covered apply to internal auditing as well."
5259,MGMT 50700,MGMT,50700,Advanced Federal Income Taxes,"Advanced course in federal income taxes, with a brief study of gift and estate taxes. Some issues covered in MGMT 50400 are studied in more depth, particularly taxation of corporations and partnerships. The course, which is taught in seminar format, gives the student considerable practice in doing tax research and reporting conclusions. It is especially appropriate for the student entering a career in a tax environment."
5260,MGMT 50900,MGMT,50900,International Accounting,Provides insight into and an understanding of the many accounting problems and issues faced in an international business environment. The material is approached from two compatible and overlapping perspectives: the perspective of accounting or financial management in a U.S. multinational corporation and the perspective of an investor interested in understanding the international business environment.
5261,MGMT 51100,MGMT,51100,Fixed Income Securities,"Introduction to fixed income securities. Discusses a variety of contracts-starting with pure discount bonds, coupon bonds, and callable bonds. Continues with options on bonds, caps, floors, and interest rate swaps. Introduces the theory of the term structure and present models for pricing fixed income securities. Topics include: spot and forward markets for debt instruments, simple models for interest rate risk management, duration, convexity, organized exchange-traded interest rate contracts, interest rate swaps, pricing relationships and the theory of the term structure, and single factor models for pricing interest rate claims."
5262,MGMT 51300,MGMT,51300,Student Managed Investment Fund,"to 3.00. This course provides undergraduate and graduate students with hands-on portfolio management experience by investing a $300,000 (as of 2017) portfolio in the stock market. This student-managed fund is a large time commitment, and this course is a way to give students class credit for their experiential learning through SMIF."
5263,MGMT 52000,MGMT,52000,Pricing Strategy And Analysis,"Builds on the introductory courses in marketing management. Enables students to formulate a systematic framework for approaching the problem of pricing a product, and more generally, a product line. The concepts and analytical methods necessary to develop such a framework are explored and incorporate marketing, economic, psychological, and organizational factors that influence pricing decisions, as well as competitive and legal aspects. Topics covered include value pricing, dynamic pricing, segmented pricing and price discrimination, bundling and multi-part tariffs, sales promotions, and pricing to the distribution channel."
5264,MGMT 52100,MGMT,52100,Brand Management,"Designed to provide an understanding of how to manage a brand, product, or product category. The course focuses on issues related to customer behavior and customer decision making, with an emphasis on how to utilize such customer-oriented knowledge, especially as it relates to developing ideal forms of advertising and communications, product and/or service adjustments or extensions, and appropriate decisions related to distribution and pricing, all of which must be concerned both with customer acquisition and retention."
5265,MGMT 52200,MGMT,52200,New Product Development,"Provides students with state-of-the-art management techniques to identify markets, develop new product ideas, measure customer benefits, and de-sign profitable new products. In addition, students will be taught techniques that will allow them to successfully interact in cross-functional teams that include members from marketing, R&D, engineering, and manufacturing."
5266,MGMT 52300,MGMT,52300,Digital Marketing Strategy,"This course enables students to rethink marketing in the evolving digital age and develop capabilities in developing, implementing, and evaluating digital marketing strategies. Topics include: digital marketing strategy framework, search engine marketing, social media marketing, and location based marketing (mobile)."
5267,MGMT 52500,MGMT,52500,Marketing Analytics,"This course equips students with quantitative and analytical techniques, and statistical software tools required for implementing marketing concepts such as segmentation, targeting, product positioning and product design. It trains students to use a data and analytics driven systematic approach for solving real marketing decision problems."
5268,MGMT 52610,MGMT,52610,Data-Driven Marketing,"The primary focus of this course will be on what insights marketers typically seek to gather from customer, company, and competitive data and how to integrate the insights gathered from data for marketing decisions. The course will also provide students with a review of the best practices across a variety of industries and companies through case studies. Finally, the course will include guest presentations by senior executives from the three major data-driven marketing firms who complete in the USA and worldwide."
5269,MGMT 52710,MGMT,52710,Digital Marketing Applications,"Companies today expect their marketing professionals to understand what it takes to develop, implement, and evaluate digital marketing strategies and campaigns. The best way for marketing professionals to gain such expertise is for them to actually build and execute specific digital marketing programs/campaigns using various digital and social media platforms for a real world client. This course offers students a unique hands-on learning opportunity with an online marketing project, each student team is given a budget up to $300 to promote a chosen business or non-profit organization via digital advertising platforms including Google AdWords, Bing Ads, Facebook Business, LinkedIn Sponsored Ads, and Twitter Ads. Students are given flexibility in selecting projects of interest. All students are also expected to pass Google Analytics certification and Google AdWords certification."
5270,MGMT 52900,MGMT,52900,Marketing Consulting Projects,"In this course, students learn to apply marketing concepts to real world marketing problems. Projects are varied and may involve marketing plan development for a start-up, market research, analysis of marketing data, digital marketing, search engine marketing, web design, and social entrepreneurship. Clients include Purdue Marketing Advisory Board members, entrepreneurs working with Purdue's Foundry and Discovery Park, Purdue Research Park start-ups, small and medium-size Indiana businesses, and non-profit organizations. Students are given flexibility in selecting projects of interest. Teams work under the direction of a faculty member. Teams meet once a week to review project progress and discuss the next steps generally in the presence of the faculty supervisor. Projects are done in teams, although evaluation is individual."
